Progress(22) at 2026-03-26 16:20:49: 469,373,117 states generated (5,794,065 s/min), 71,527,593 distinct states found (795,172 ds/min), 35,015,253 states left on queue.
Progress(22) at 2026-03-26 16:21:49: 475,117,074 states generated (5,743,957 s/min), 72,371,395 distinct states found (843,802 ds/min), 35,431,909 states left on queue.
Progress(22) at 2026-03-26 16:22:49: 480,845,271 states generated (5,728,197 s/min), 73,117,233 distinct states found (745,838 ds/min), 35,744,983 states left on queue.
Progress(22) at 2026-03-26 16:23:49: 486,178,683 states generated (5,333,412 s/min), 73,810,551 distinct states found (693,318 ds/min), 36,029,919 states left on queue.
Progress(22) at 2026-03-26 16:24:49: 491,810,564 states generated (5,631,881 s/min), 74,667,903 distinct states found (857,352 ds/min), 36,456,487 states left on queue.
Progress(22) at 2026-03-26 16:25:49: 497,391,582 states generated (5,581,018 s/min), 75,400,247 distinct states found (732,344 ds/min), 36,763,893 states left on queue.
Progress(22) at 2026-03-26 16:26:49: 502,970,687 states generated (5,579,105 s/min), 76,193,910 distinct states found (793,663 ds/min), 37,142,482 states left on queue.
Progress(22) at 2026-03-26 16:27:49: 508,695,228 states generated (5,724,541 s/min), 76,978,642 distinct states found (784,732 ds/min), 37,502,501 states left on queue.
Progress(22) at 2026-03-26 16:28:49: 514,048,426 states generated (5,353,198 s/min), 77,824,229 distinct states found (845,587 ds/min), 37,950,267 states left on queue.
Progress(22) at 2026-03-26 16:29:49: 519,566,891 states generated (5,518,465 s/min), 78,687,197 distinct states found (862,968 ds/min), 38,391,392 states left on queue.
Progress(22) at 2026-03-26 16:30:49: 525,227,727 states generated (5,660,836 s/min), 79,468,653 distinct states found (781,456 ds/min), 38,745,976 states left on queue.
Progress(22) at 2026-03-26 16:31:49: 530,651,209 states generated (5,423,482 s/min), 80,228,124 distinct states found (759,471 ds/min), 39,082,746 states left on queue.
Progress(22) at 2026-03-26 16:32:49: 536,067,753 states generated (5,416,544 s/min), 81,044,549 distinct states found (816,425 ds/min), 39,478,793 states left on queue.
Progress(22) at 2026-03-26 16:33:49: 541,648,487 states generated (5,580,734 s/min), 81,834,443 distinct states found (789,894 ds/min), 39,845,278 states left on queue.
Progress(22) at 2026-03-26 16:34:49: 547,089,063 states generated (5,440,576 s/min), 82,567,027 distinct states found (732,584 ds/min), 40,173,492 states left on queue.
Progress(22) at 2026-03-26 16:35:49: 552,954,102 states generated (5,865,039 s/min), 83,379,826 distinct states found (812,799 ds/min), 40,539,186 states left on queue.
Progress(22) at 2026-03-26 16:36:49: 558,672,886 states generated (5,718,784 s/min), 84,098,861 distinct states found (719,035 ds/min), 40,835,063 states left on queue.
Progress(22) at 2026-03-26 16:37:49: 564,281,548 states generated (5,608,662 s/min), 84,853,144 distinct states found (754,283 ds/min), 41,165,656 states left on queue.
Progress(22) at 2026-03-26 16:38:49: 569,700,082 states generated (5,418,534 s/min), 85,562,218 distinct states found (709,074 ds/min), 41,477,823 states left on queue.
Progress(22) at 2026-03-26 16:39:49: 575,302,732 states generated (5,602,650 s/min), 86,357,818 distinct states found (795,600 ds/min), 41,852,288 states left on queue.
Progress(22) at 2026-03-26 16:40:49: 580,494,436 states generated (5,191,704 s/min), 87,160,050 distinct states found (802,232 ds/min), 42,255,147 states left on queue.
Progress(22) at 2026-03-26 16:41:49: 585,806,610 states generated (5,312,174 s/min), 87,913,061 distinct states found (753,011 ds/min), 42,610,825 states left on queue.
Progress(22) at 2026-03-26 16:42:49: 591,467,786 states generated (5,661,176 s/min), 88,721,663 distinct states found (808,602 ds/min), 43,002,676 states left on queue.
Progress(22) at 2026-03-26 16:43:49: 597,174,460 states generated (5,706,674 s/min), 89,640,583 distinct states found (918,920 ds/min), 43,487,296 states left on queue.
Progress(22) at 2026-03-26 16:44:49: 602,524,702 states generated (5,350,242 s/min), 90,337,790 distinct states found (697,207 ds/min), 43,797,167 states left on queue.
Progress(22) at 2026-03-26 16:45:49: 608,072,669 states generated (5,547,967 s/min), 91,166,074 distinct states found (828,284 ds/min), 44,216,140 states left on queue.
Progress(22) at 2026-03-26 16:46:49: 613,531,111 states generated (5,458,442 s/min), 91,839,619 distinct states found (673,545 ds/min), 44,505,226 states left on queue.
Progress(22) at 2026-03-26 16:47:49: 619,232,929 states generated (5,701,818 s/min), 92,534,912 distinct states found (695,293 ds/min), 44,785,675 states left on queue.
Progress(22) at 2026-03-26 16:48:49: 624,874,448 states generated (5,641,519 s/min), 93,254,467 distinct states found (719,555 ds/min), 45,090,099 states left on queue.
Progress(22) at 2026-03-26 16:49:49: 630,307,701 states generated (5,433,253 s/min), 94,028,700 distinct states found (774,233 ds/min), 45,450,829 states left on queue.
Progress(22) at 2026-03-26 16:50:49: 635,379,004 states generated (5,071,303 s/min), 94,871,038 distinct states found (842,338 ds/min), 45,892,483 states left on queue.
Progress(22) at 2026-03-26 16:51:49: 640,708,301 states generated (5,329,297 s/min), 95,621,203 distinct states found (750,165 ds/min), 46,260,591 states left on queue.
Progress(22) at 2026-03-26 16:52:49: 646,190,729 states generated (5,482,428 s/min), 96,435,049 distinct states found (813,846 ds/min), 46,671,188 states left on queue.
Progress(22) at 2026-03-26 16:53:49: 651,639,337 states generated (5,448,608 s/min), 97,124,351 distinct states found (689,302 ds/min), 46,970,221 states left on queue.
Progress(22) at 2026-03-26 16:54:49: 657,068,683 states generated (5,429,346 s/min), 97,832,255 distinct states found (707,904 ds/min), 47,268,375 states left on queue.
Progress(22) at 2026-03-26 16:55:49: 662,382,725 states generated (5,314,042 s/min), 98,622,505 distinct states found (790,250 ds/min), 47,646,283 states left on queue.
Progress(22) at 2026-03-26 16:56:49: 668,095,193 states generated (5,712,468 s/min), 99,388,026 distinct states found (765,521 ds/min), 47,986,596 states left on queue.
Progress(22) at 2026-03-26 16:57:49: 673,810,963 states generated (5,715,770 s/min), 100,103,905 distinct states found (715,879 ds/min), 48,277,578 states left on queue.
Progress(22) at 2026-03-26 16:58:49: 679,136,548 states generated (5,325,585 s/min), 100,856,524 distinct states found (752,619 ds/min), 48,613,337 states left on queue.
Progress(22) at 2026-03-26 16:59:49: 684,262,276 states generated (5,125,728 s/min), 101,665,246 distinct states found (808,722 ds/min), 49,000,235 states left on queue.
Progress(22) at 2026-03-26 17:00:49: 689,611,901 states generated (5,349,625 s/min), 102,454,021 distinct states found (788,775 ds/min), 49,384,714 states left on queue.
Progress(22) at 2026-03-26 17:01:49: 694,916,520 states generated (5,304,619 s/min), 103,234,374 distinct states found (780,353 ds/min), 49,772,717 states left on queue.
Progress(22) at 2026-03-26 17:02:49: 700,426,498 states generated (5,509,978 s/min), 104,134,245 distinct states found (899,871 ds/min), 50,252,094 states left on queue.
Progress(22) at 2026-03-26 17:03:49: 705,810,046 states generated (5,383,548 s/min), 104,856,527 distinct states found (722,282 ds/min), 50,592,816 states left on queue.
